Scenario,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Industry,Company,Thermal MWh/hr,Temp_degC,Temp_Req,Gen,Built,GEN_Opt,Modules_Built,NP_Capacity,NG_Cost (counterfactual),NPV_FOAK,NPV_NOAK,NPV_FOAK (per MWt),NPV_NOAK (per MWt)
10_Base,ROXANA,Madison,17119,Conventional Boiler Use,1007518,324110,324110,2015,IL,Benzene Barge Loading MVC,OCS (Other combustion source),38.8375,-90.0675,Facility,POINT (-10026268.23702317 4698421.499482481),WRB Refining LP Wood River Refinery,Petroleum Refineries,Phillips 66 Company,42.37256116,309.144565,550,Microreactor,TRUE,Microreactor,2,40,202114761.3,-42861455.58,21018982.29,-1071536.389,525474.5572
10_Base,PORT ARTHUR,JEFFERSON,48245,Conventional Boiler Use,1007458,324110,324110,2015,TX,Utilities - Boiler 44,"OB (Boiler, other)",29.883333,-93.958333,Facility,POINT (-10459393.78534483 3488562.186234382),MOTIVA ENTERPRISES LLC,Petroleum Refineries,MOTIVA ENTERPRISES LLC,57.57983084,310.3291356,550,Microreactor,TRUE,Microreactor,3,60,294023928.8,-70588363.09,24293771.05,-1176472.718,404896.1842
10_Base,PORT ARTHUR,JEFFERSON,48245,Conventional Boiler Use,1005743,324110,324110,2015,TX,CP-MARINE TERMINAL OXIDIZERS,OCS (Other combustion source),29.957935,-93.897484,Facility,POINT (-10452620.10564955 3498143.925120361),"Total Petrochemicals & Refining USA, Inc. - Port Arthur Refinery",Petroleum Refineries,TOTAL HOLDINGS USA INC,18.20169251,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,92944579.1,-27014294.32,5222921.663,-1350714.716,261146.0832
10_Base,Corpus Christi,NUECES COUNTY,48355,Conventional Boiler Use,1009067,324110,324110,2015,TX,GP- East Plant Purchased Natural Gas,OCS (Other combustion source),27.80517,-97.42408,Facility,POINT (-10845198.97660315 3224432.316107728),FLINT HILLS RESOURCES CORPUS CHRISTI EAST PLANT,Petroleum Refineries,KOCH INDUSTRIES INC,19.71417953,275.7989662,550,Microreactor,TRUE,Microreactor,1,20,98996508.45,-22849105.52,9388110.462,-1142455.276,469405.5231
10_Base,TUSCALOOSA,TUSCALOOSA COUNTY,1125,Conventional Boiler Use,1005879,324110,324110,2015,AL,CP-02,OCS (Other combustion source),33.2003,-87.607,Facility,POINT (-9752366.629926318 3921920.71746893),HUNT REFINING COMPANY,Petroleum Refineries,"HUNT CONSOLIDATED, INC",44.20904647,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,202212257.5,-42794354.64,21086083.22,-1069858.866,527152.0805
10_Base,BILLINGS,YELLOWSTONE COUNTY,30111,Conventional Boiler Use,1007506,324110,324110,2015,MT,GP-AG-4,OCS (Other combustion source),45.77975,-108.49387,Facility,POINT (-12077482.36259162 5745123.980296226),PHILLIPS 66 BILLINGS REFINERY,Petroleum Refineries,Phillips 66 Company,25.77723121,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,Warren,WARREN COUNTY,42123,Conventional Boiler Use,1007008,324110,324110,2015,PA,GP-003,OCS (Other combustion source),41.82926,-79.12453,Facility,POINT (-8808102.388857096 5135437.633673182),United Refining Company,Petroleum Refineries,United Refining Inc.,99.74740733,263.0096835,550,Microreactor,TRUE,Microreactor,5,100,498055331.6,-112130706.5,42598268.43,-1121307.065,425982.6843
10_Base,BAKERSFIELD,KERN COUNTY,6029,Conventional Boiler Use,1002565,324110,324110,2015,CA,Wicks Boiler Natural Gas,"OB (Boiler, other)",35.39536,-119.04653,Facility,POINT (-13252199.10030617 4217739.634907193),SAN JOAQUIN REFINING CO INC,Petroleum Refineries,SAN JOAQUIN REFINING CO INC,37.2955752,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,190445011.5,-50893061.43,12987376.43,-1272326.536,324684.4108
10_Base,Heidelberg,JASPER,28061,Conventional Boiler Use,1002798,324110,324110,2015,MS,CP-01,OCS (Other combustion source),31.81322,-89.020811,Facility,POINT (-9909751.350524247 3738817.744214289),HUNT SOUTHLAND REFINING COMPANY,Petroleum Refineries,"HUNT CONSOLIDATED, INC",57.52415847,310.3291356,550,Microreactor,TRUE,Microreactor,3,60,293739645.1,-70784018.95,24098115.2,-1179733.649,401635.2533
10_Base,SOMERSET,PULASKI,21199,Conventional Boiler Use,1003306,324110,324110,2015,KY,B2,"OB (Boiler, other)",37.070656,-84.616671,Facility,POINT (-9419484.728341958 4448959.903760171),CONTINENTAL REFINING COMPANY LLC,Petroleum Refineries,Continental Refining Company LLC,19.12539011,355.3363564,550,Microreactor,TRUE,Microreactor,1,20,99828305.88,-22276628.03,9960587.957,-1113831.401,498029.3978
10_Base,MERAUX,ST. BERNARD PARISH,22087,Conventional Boiler Use,1007059,324110,324110,2015,LA,GP-Natual Gas,OCS (Other combustion source),29.93745,-89.93774,Facility,POINT (-10011823.41989783 3495512.155419727),MERAUX REFINERY,Petroleum Refineries,VALERO CORP,37.44305759,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,191198111.2,-50374746.98,13505690.88,-1259368.675,337642.272
10_Base,SINCLAIR,CARBON COUNTY,56007,Conventional Boiler Use,1007217,324110,324110,2015,WY,CP-2,OCS (Other combustion source),41.77899,-107.104,Facility,POINT (-11922762.74192277 5127930.495241011),SINCLAIR OIL CORPORATION,Petroleum Refineries,THE SINCLAIR COS,126.1454647,348.8249002,550,Microreactor,TRUE,Microreactor,6,120,617964340.7,-120586961.7,60470044.4,-1004891.347,503917.0366
10_Base,BAKERSFIELD,KERN,6029,Conventional Boiler Use,1002261,324110,324110,2015,CA,GP-natural gas combustion,OCS (Other combustion source),35.4185,-119.0112,Facility,POINT (-13248266.18269644 4220900.065111479),TRICOR REFINING LLC,Petroleum Refineries,ERGON INC,70.31647384,310.3291356,550,Microreactor,TRUE,Microreactor,3,60,303318386.3,-64191531.97,30690602.18,-1069858.866,511510.0363
10_Base,GREAT FALLS,CASCADE COUNTY,30013,Conventional Boiler Use,1007739,324110,324110,2015,MT,GP-1,OCS (Other combustion source),47.30823753,-111.3474099,County,POINT (-12395136.97121791 5992532.215465241),Unknown,Petroleum Refineries,CALUMET LUBRICANTS CO LP,38.52861491,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,196741368.7,-46559647.26,17320790.61,-1163991.181,433019.7651
10_Base,Dickinson,STARK,38089,Conventional Boiler Use,1011549,324110,324110,2015,ND,GP-Boilers,OCS (Other combustion source),47.087672,-102.9482,Facility,POINT (-11460141.20208409 5956396.133636403),"Dakota Prairie Refining, LLC",Petroleum Refineries,CALUMET LUBRICANTS CO LP,29.2580644,306.7753064,550,Microreactor,TRUE,Microreactor,1,20,100911418,-21531185.35,10706030.63,-1076559.267,535301.5317
10_Base,CASPER,NATRONA,56025,Conventional Boiler Use,1007218,324110,324110,2015,WY,CP-1,OCS (Other combustion source),42.85803,-106.265658,Facility,POINT (-11829438.93737216 5290387.470371194),SINCLAIR CASPER REFINING COMPANY,Petroleum Refineries,THE SINCLAIR COS,15.55413935,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,79425192.7,-36318896.8,-4081680.816,-1815944.84,-204084.0408
10_Base,PRINCETON,BOSSIER PARISH,22015,Conventional Boiler Use,1006500,324110,324110,2015,LA,CP-SP,OCS (Other combustion source),32.58902,-93.51468,Facility,POINT (-10410006.55929592 3840879.437225805),CALUMET LUBRICANTS CO LP,Petroleum Refineries,CALUMET LUBRICANTS CO LP,176.8705184,349.3275382,550,Microreactor,TRUE,Microreactor,9,180,920483234.2,-185328737.7,11844640.8,-1029604.098,65803.55998
10_Base,NEWELL,HANCOCK COUNTY,54029,Conventional Boiler Use,1007882,324110,324110,2015,WV,GP-NG,OCS (Other combustion source),40.6111,-80.630833,Facility,POINT (-8975783.271797478 4955147.132760243),ERGON WEST VIRGINIA INC,Petroleum Refineries,"Ergon, Inc.",60.09601155,310.3291356,550,Microreactor,TRUE,Microreactor,3,60,303318386.3,-64191531.97,30690602.18,-1069858.866,511510.0363
10_Base,WYNNEWOOD,GARVIN,40049,Conventional Boiler Use,1002310,324110,324110,2015,OK,GP-Natural Gas (Eq C-1b),OCS (Other combustion source),34.63001,-97.16942,Facility,POINT (-10816850.35507773 4113713.965882633),WYNNEWOOD REFINING CO,Petroleum Refineries,CVR ENERGY INC,29.57246361,332.9031544,550,Microreactor,TRUE,Microreactor,1,20,102190613.3,-20650790.09,11289428.84,-1032539.505,564471.442
10_Base,PORT ARTHUR,JEFFERSON,48245,Conventional Boiler Use,1002657,324110,324110,2015,TX,GP-Natural Gas Aggregate,OCS (Other combustion source),29.868333,-93.968333,Facility,POINT (-10460506.98025277 3486636.480983417),PREMCOR REFINING GROUP INCORPORATED PORTARTHUR REFINERY,Petroleum Refineries,VALERO CORP,20.90339467,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,TEXAS CITY,Galveston,48167,Conventional Boiler Use,1005585,324110,324110,2015,TX,CP-HPL NG to Refinery,OCS (Other combustion source),29.3775,-94.9328,Facility,POINT (-10567870.95557968 3423781.627052567),Blanchard Refining Company LLC,Petroleum Refineries,MARATHON PETROLEUM CO LP,23.13746789,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,CANTON,STARK,39151,Conventional Boiler Use,1005390,324110,324110,2015,OH,GP-1,OCS (Other combustion source),40.7729,-81.4151,Facility,POINT (-9063087.474883446 4978901.954145068),MARATHON PETROLEUM COMPANY LP CANTON REFINERY,Petroleum Refineries,MARATHON PETROLEUM CO LP,65.78711867,310.9851025,550,Microreactor,TRUE,Microreactor,3,60,303318386.3,-64191531.97,30690602.18,-1069858.866,511510.0363
10_Base,EL PASO,EL PASO COUNTY,48141,Conventional Boiler Use,1003564,324110,324110,2015,TX,GP-NG,OCS (Other combustion source),31.76953,-106.41379,Facility,POINT (-11845928.91618235 3733095.733709584),WESTERN REFINING EL PASO ALL SITES,Petroleum Refineries,WESTERN REFINING INC,89.18891533,311.3658277,550,Microreactor,TRUE,Microreactor,4,80,404619695.6,-85454377.89,39729164.46,-1068179.724,496614.5557
10_Base,Pascagoula,JACKSON,28059,Conventional Boiler Use,1003286,324110,324110,2015,MS,CP-NAT GAS TO PLT 91,OCS (Other combustion source),30.343733,-88.4938,Facility,POINT (-9851084.754361792 3547810.478102567),Chevron Pascagoula Refinery,Petroleum Refineries,Chevron Phillips Chemical Company LLC,50.46317574,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,202212257.5,-42794354.64,21086083.22,-1069858.866,527152.0805
10_Base,LAKE CHARLES,CALCASIEU,22019,Conventional Boiler Use,1006307,324110,324110,2015,LA,"CP-H-103, H-201, H-205",OCS (Other combustion source),30.1338,-93.3206,Facility,POINT (-10388401.67252277 3520760.206203771),CALCASIEU REFINING COMPANY,Petroleum Refineries,TRANSWORLD OIL,287.014444,310.3291356,550,Microreactor,TRUE,Microreactor,12,240,1213273545,-256766127.9,-61377737.55,-1069858.866,-255740.5731
10_Base,THREE RIVERS,LIVE OAK,48297,Conventional Boiler Use,1008310,324110,324110,2015,TX,Boiler 401-F,"OB (Boiler, other)",28.456667,-98.190277,Facility,POINT (-10930491.63649048 3306672.008326638),DIAMOND SHAMROCK REFINING VALERO,Petroleum Refineries,VALERO CORP,21.61795145,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,VICKSBURG,WARREN,28149,Conventional Boiler Use,1008014,324110,324110,2015,MS,GP-NG,OCS (Other combustion source),32.388369,-90.906375,Facility,POINT (-10119651.37486237 3814398.755083984),ERGON REFINING INC,Petroleum Refineries,"Ergon, Inc. ",20.51826806,341.3892846,550,Microreactor,TRUE,Microreactor,1,20,102641001,-20340814.55,11599404.38,-1017040.728,579970.219
10_Base,SOUTH GATE,LOS ANGELES COUNTY,6037,Conventional Boiler Use,1002286,324110,324110,2015,CA,GP-1,OCS (Other combustion source),33.946295,-118.16704,Facility,POINT (-13154294.72134839 4021593.034363153),LUNDAY-THAGARD COMPANY,Petroleum Refineries,WORLD OIL CORP,18.21322948,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,93003491.14,-26973748.61,5263467.373,-1348687.431,263173.3686
10_Base,LIMA,Allen,39003,Conventional Boiler Use,1000411,324110,324110,2015,OH,P040C,OCS (Other combustion source),40.7234,-84.1133,Facility,POINT (-9363449.724941857 4971628.436975142),Lima Refinery,Petroleum Refineries,LIMA REFINING CO,124.5270544,310.3291356,550,Microreactor,TRUE,Microreactor,6,120,606636772.5,-128383063.9,55050741.17,-1069858.866,458756.1765
10_Base,Billings,YELLOWSTONE,30111,Conventional Boiler Use,1007000,324110,324110,2015,MT,CP-2,OCS (Other combustion source),45.813904,-108.433295,Facility,POINT (-12070739.18443682 5750577.192957979),ExxonMobil Refining and Supply Billings Refinery,Petroleum Refineries,Exxon Mobil Corporation,23.91792469,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,WEST BOUNTIFUL,DAVIS,49011,Conventional Boiler Use,1005769,324110,324110,2015,UT,GP-Natural Gas,OCS (Other combustion source),40.886022,-111.904759,Facility,POINT (-12457180.789224 4995544.443030877),HOLLY REFINING & MARKETING COMPANY - WOODS CROSS LLC,Petroleum Refineries,HOLLYFRONTIER CORP,21.12021111,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,ARTESIA,EDDY,35015,Conventional Boiler Use,1007972,324110,324110,2015,NM,CP-1,OCS (Other combustion source),32.848593,-104.394383,Facility,POINT (-11621129.55723798 3875224.417382386),"NAVAJO REFINING COMPANY, LLC - Artesia Refinery",Petroleum Refineries,HOLLYFRONTIER CORP,38.25842836,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,195361696.2,-47509195.12,16371242.74,-1187729.878,409281.0686
10_Base,WOODS CROSS,DAVIS COUNTY,49011,Conventional Boiler Use,1006448,324110,324110,2015,UT,CP-Qwestar Natural Gas,OCS (Other combustion source),40.866389,-111.911389,Facility,POINT (-12457918.83744796 4992654.002051936),Silver Eagle Refining-Woods Cross,Petroleum Refineries,"THE INTERNATIONAL GROUP, INC",20.46388786,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,Wilmington,LOS ANGELES,6037,Conventional Boiler Use,1010774,324110,324110,2015,CA,CP-NG,OCS (Other combustion source),33.79699,-118.23971,Facility,POINT (-13162384.30874434 4001575.208108238),Valero Wilmington Asphalt Plant,Petroleum Refineries,VALERO CORP,33.4602631,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,Bakersfield,KERN COUNTY,6029,Conventional Boiler Use,1003689,324110,324110,2015,CA,GP-NG Office Uses,OCS (Other combustion source),35.3825,-119.070556,Facility,POINT (-13254873.66239197 4215983.625412432),Alon Bakersfield Refining,Petroleum Refineries,ALON USA LP,31.49319371,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,SMACKOVER,UNION COUNTY,5139,Conventional Boiler Use,1007661,324110,324110,2015,AR,SN-08 Hydrogen Reformer No. 1,OCS (Other combustion source),33.364143,-92.716924,Facility,POINT (-10321200.76759865 3943738.202974176),MARTIN OPERATING PTNR LP,Petroleum Refineries,MARTIN MIDSTREAM PARTNERS LP,40.7286242,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,202212257.5,-42794354.64,21086083.22,-1069858.866,527152.0805
10_Base,BIG SPRING,HOWARD,48227,Conventional Boiler Use,1006961,324110,324110,2015,TX,GP-2,OCS (Other combustion source),32.269104,-101.417673,Facility,POINT (-11289763.71579873 3798686.776398333),BIG SPRING REFINERY,Petroleum Refineries,"Alon USA Energy, Inc",59.28185283,286.4432796,550,Microreactor,TRUE,Microreactor,3,60,299250619.7,-66991137.63,27890996.52,-1116518.96,464849.942
10_Base,PARAMOUNT,LOS ANGELES,6037,Conventional Boiler Use,1004362,324110,324110,2015,CA,GP-NG,OCS (Other combustion source),33.899645,-118.15141,Facility,POINT (-13152554.79770729 4015334.748323702),PARAMOUNT PETROLEUM CORPORATION,Petroleum Refineries,ALON USA LP,16.20897305,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,82769015.95,-34017538.94,-1780322.961,-1700876.947,-89016.14804
10_Base,BAKERSFIELD,KERN COUNTY,6029,Conventional Boiler Use,1004267,324110,324110,2015,CA,Refinery Fuel Gas - Boiler #11,"OB (Boiler, other)",35.295278,-118.921111,Facility,POINT (-13238237.52109036 4204080.998626392),KERN OIL & REFINING CO.,Petroleum Refineries,Kern Oil & Refining Company,43.86900745,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,202212257.5,-42794354.64,21086083.22,-1069858.866,527152.0805
10_Base,Cantonment,ESCAMBIA COUNTY,12033,Conventional Boiler Use,1004962,325211,325211,2015,FL,CP-1,OCS (Other combustion source),30.58941,-87.261932,Facility,POINT (-9713953.835877264 3579540.233993368),Ascend Performance Materials LLC,Plastics Materials and Resins,Ascend Performance Materials LLC,74.46254679,321.1765623,550,Microreactor,TRUE,Microreactor,4,80,382261676.4,-100842094.1,25667418.12,-1260526.176,320842.7265
10_Base,POINT COMFORT,CALHOUN,48057,Conventional Boiler Use,1006691,325211,325211,2015,TX,CP-EDC-01,OCS (Other combustion source),28.6753,-96.5495,Facility,POINT (-10747841.17634517 3334383.555266749),FORMOSA POINT COMFORT PLANT,Plastics Materials and Resins,FORMOSA PLASTICS CORP USA,133.3481189,310.3291356,550,Microreactor,TRUE,Microreactor,6,120,606636772.5,-128383063.9,55050741.17,-1069858.866,458756.1765
10_Base,DEER PARK,HARRIS,48201,Conventional Boiler Use,1004227,325211,325211,2015,TX,B102-PP,"OB (Boiler, other)",29.718368,-95.08583,Facility,POINT (-10584906.17725578 3467399.801455833),INEOS POLYPROPYLENE,Plastics Materials and Resins,INEOS USA LLC,65.34735442,310.3291356,550,Microreactor,TRUE,Microreactor,3,60,303318386.3,-64191531.97,30690602.18,-1069858.866,511510.0363
10_Base,WATERFORD,Saratoga,36091,Conventional Boiler Use,1000093,325211,325211,2015,NY,CP-1 Supplied to Facility,OCS (Other combustion source),42.8158,-73.6728,Facility,POINT (-8201218.581314685 5283976.623578129),Momentive Performance Materials,Plastics Materials and Resins,MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC,28.42342697,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,FAYETTEVILLE,CUMBERLAND,37051,Conventional Boiler Use,1006145,325211,325211,2015,NC,GP-Boilers,OCS (Other combustion source),34.840301,-78.838889,Facility,POINT (-8776304.978187416 4142199.81033422),DUPONT COMPANY - FAYETTEVILLE WORKS,Plastics Materials and Resins,E I DU PONT DE NEMOURS & CO,81.00260415,359.8124882,550,Microreactor,TRUE,Microreactor,4,80,414215170.1,-78850374.34,44932805.59,-985629.6793,561660.0698
10_Base,SELKIRK,ALBANY COUNTY,36001,Conventional Boiler Use,1004263,325211,325211,2015,NY,Color Express Steam Boiler 2 MMBTU/hr,"OB (Boiler, other)",42.575416,-73.853563,Facility,POINT (-8221341.026428948 5247567.51554055),SABIC Innovative Plastics US LLC,Plastics Materials and Resins,SABIC US Holdings LP,34.10353063,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,PLAQUEMINE,IBERVILLE,22047,Conventional Boiler Use,1004867,325211,325211,2015,LA,GP-1,OCS (Other combustion source),30.2594,-91.1737,Facility,POINT (-10149409.85773869 3536937.063212969),SHINTECH PLAQUEMINE PLANT,Plastics Materials and Resins,"C-K TECH, INC",56.53786476,356.4876605,550,Microreactor,TRUE,Microreactor,3,60,295254821,-69741212.03,25140922.11,-1162353.534,419015.3686
10_Base,Narrows,Giles,51071,Conventional Boiler Use,1003300,325211,325211,2015,VA,Boiler 12,"OB (Boiler, other)",37.3451,-80.764,Facility,POINT (-8990607.354427945 4487319.063445083),Celanese Acetate LLC - Manufacturing Processes,Plastics Materials and Resins,CELANESE CORP,24.95103814,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,DECATUR,MORGAN COUNTY,1103,Conventional Boiler Use,1005062,325211,325211,2015,AL,GP-DAIKIN FG Units,OCS (Other combustion source),34.62997,-87.04169,Facility,POINT (-9689436.608585972 4113708.554399396),DAIKIN AMERICA INC.,Plastics Materials and Resins,"Daikin America, Inc",34.96130669,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,178525372.5,-59096651.41,5377780.561,-1477416.285,134444.514
10_Base,BATON ROUGE,East Baton Rouge,22033,Conventional Boiler Use,1006010,325211,325211,2015,LA,168 - Package Boiler A,"OB (Boiler, other)",30.501722,-91.185833,Facility,POINT (-10150760.49712048 3568205.934316088),FORMOSA PLASTICS CORPORATION LOUISIANA,Plastics Materials and Resins,"Formosa Plastics Corporation, USA",24.47181928,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,APPLE GROVE,MASON COUNTY,54053,Conventional Boiler Use,1000793,325211,325211,2015,WV,"CP- Hess, Halcon Energy",OCS (Other combustion source),38.664483,-82.169733,Facility,POINT (-9147092.836179247 4673724.959152226),M&G POLYMERS USA LLC,Plastics Materials and Resins,M&G FINANZIARIA INDUSTRIALE SPA,36.45384174,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,186146808.9,-53851262.72,10029175.14,-1346281.568,250729.3786
10_Base,WASHINGTON,WOOD,54107,Conventional Boiler Use,1003275,325211,325211,2015,WV,CP-SABIC IP WAS,OCS (Other combustion source),39.260167,-81.678893,Facility,POINT (-9092452.777318278 4759007.075707023),SABIC INNOVATIVE PLASTICS US LLC,Plastics Materials and Resins,SABIC US Holdings LP,22.23387886,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,ROTTERDAM JUNCTION,SCHENECTADY COUNTY,36093,Conventional Boiler Use,1003966,325211,325211,2015,NY,CP-National Grid Main Feed,OCS (Other combustion source),42.860644,-74.025053,Facility,POINT (-8240431.205905089 5290784.440217891),SI GROUP INC /ROTT JCT FAC,Plastics Materials and Resins,SI GROUP INC,16.34895355,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,83483808.21,-33525589.26,-1288373.278,-1676279.463,-64418.6639
10_Base,ADDIS,WEST BATON ROUGE,22121,Conventional Boiler Use,1004767,325211,325211,2015,LA,GP-1,OCS (Other combustion source),30.325882,-91.261732,Facility,POINT (-10159209.5351522 3545508.091556631),SHINTECH LOUISIANA LLC - ADDIS PLANT A,Plastics Materials and Resins,"C-K TECH, INC",58.98111387,310.3291356,550,Microreactor,TRUE,Microreactor,3,60,301179398.6,-65663671.99,29218462.16,-1094394.533,486974.3693
10_Base,ABERDEEN,MONROE COUNTY,28095,Conventional Boiler Use,1003903,325211,325211,2015,MS,GP-001,OCS (Other combustion source),33.813889,-88.556139,Facility,POINT (-9858024.300098354 4003839.158557639),"Axiall, Aberdeen",Plastics Materials and Resins,Axiall,30.33529886,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,101106128.8,-21397177.32,10840038.66,-1069858.866,542001.9331
10_Base,Borger,HUTCHINSON COUNTY,48233,Conventional Boiler Use,1011974,325211,325211,2015,TX,GP-1,OCS (Other combustion source),35.84006574,-101.3546643,County,POINT (-11282749.61939918 4278636.921296557),Unknown,Plastics Materials and Resins,SOLVAY SPECIALTY POLYMERS USA LLC,45.20355156,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,202212257.5,-42794354.64,21086083.22,-1069858.866,527152.0805
10_Base,CROSSETT,Ashley,5003,Conventional Boiler Use,1002723,325211,325211,2015,AR,GP-CrossettChemical,OCS (Other combustion source),33.137048,-91.967003,Facility,POINT (-10237719.94374346 3913508.953540068),GEORGIA-PACIFIC CHEMICALS LLC,Plastics Materials and Resins,KOCH INDUSTRIES INC,16.47403332,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,84122511.8,-33086006.96,-848790.9787,-1654300.348,-42439.54894
10_Base,LOUISVILLE,JEFFERSON,21111,Conventional Boiler Use,1002241,325211,325211,2015,KY,GP-001,OCS (Other combustion source),38.212101,-85.84458,Facility,POINT (-9556174.932962436 4609432.052334818),ROHM AND HAAS CHEMICALS LLC,Plastics Materials and Resins,THE DOW CHEMICAL CO,37.47407538,310.3291356,550,Microreactor,TRUE,Microreactor,2,40,191356499.5,-50265737.57,13614700.3,-1256643.439,340367.5074
10_Base,DEER PARK,HARRIS COUNTY,48201,Conventional Boiler Use,1001712,325211,325211,2015,TX,GP-BOILERS DRYERS VAPORIZER  CAT OXID,OCS (Other combustion source),29.72357,-95.11057,Facility,POINT (-10587660.221458 3468066.603120006),OXY VINYLS LP - Deer Park PVC,Plastics Materials and Resins,OCCIDENTAL PETROLEUM CORP,33.94422225,150.0914271,550,Microreactor,TRUE,Microreactor,1,20,93861794.08,-26383028.92,5854187.06,-1319151.446,292709.353
10_Base,SALT LAKE CITY,SALT LAKE,49035,Conventional Boiler Use,1003383,325211,325211,2015,UT,GP-0001,OCS (Other combustion source),40.653604,-112.054074,Facility,POINT (-12473802.4589918 4961381.815414155),HEXCEL CORP,Plastics Materials and Resins,HEXCEL CORP,15.82060383,310.3291356,550,Microreactor,TRUE,Microreactor,1,20,80785858.97,-35382429.84,-3145213.853,-1769121.492,-157260.6927
10_Base,West Elizabeth,ALLEGHENY COUNTY,42003,Conventional Boiler Use,1001963,325211,325211,2015,PA,GP-1,OCS (Other combustion source),40.265833,-79.901111,Facility,POINT (-8894550.99033683 4904647.937812826),"Eastman Chemical Resins, Inc. - Jefferson Site",Plastics Materials and Resins,EASTMAN CHEMICAL CO,58.01879901,361.0662038,550,Microreactor,TRUE,Microreactor,3,60,303737839.3,-63902847,30979287.15,-1065047.45,516321.4525
10_Base,REDWOOD,WARREN,28149,CHP and/or Cogeneration Process,1000434,322121,322121,2015,MS,LK1 (AA003),0,32.52923,-90.774508,Facility,POINT (-10104972.00756994 3832982.54078204),International Paper - Vicksburg Mill,"Paper Mills, except Newsprint",International Paper,126.6153885,339.9595834,550,Microreactor,TRUE,Microreactor,6,120,615243432.7,-122459603.4,58597402.68,-1020496.695,488311.689
10_Base,CATAWBA,York,45091,CHP and/or Cogeneration Process,1000348,322121,322121,2015,SC,23-Jul,0,34.8456,-80.8942,Facility,POINT (-9005101.152129231 4142918.546506631),Resolute FP US Inc. - Catawba Operations,"Paper Mills, except Newsprint",Resolute Forest Products,20.17282954,339.9595834,550,Microreactor,TRUE,Microreactor,1,20,102540572.1,-20409933.9,11530285.03,-1020496.695,576514.2515
10_Base,LONGVIEW,COWLITZ,53015,CHP and/or Cogeneration Process,1006360,322121,322121,2015,WA,GHG-02_LK,0,46.122749,-122.974048,Facility,POINT (-13689408.40414758 5800041.700525521),WEYERHAEUSER NR COMPANY,"Paper Mills, except Newsprint",WEYERHAEUSER CO,40.29380354,339.9595834,550,Microreactor,TRUE,Microreactor,2,40,205081144.2,-40819867.8,23060570.06,-1020496.695,576514.2515
